"Front","Back"
"#Microsoft Learn | Question 6

You monitor an Azure Stream Analytics job and discover that the Backlogged Input Events metrics show non-zero values for the last few hours.
What should you do to improve job performance without changing the query?

Options:
a) Increase the number of the Streaming Units (SU).
b) Increase the settings for late events.
c) Move the job to the dedicated Stream Analytics cluster.
d) Repartition the input stream.","Correct Answer: a) Increase the number of the Streaming Units (SU)

Explication : Augmenter le nombre de **Streaming Units (SU)** ajoute plus de puissance de calcul au travail, ce qui permet de traiter plus rapidement les événements en attente (backlogged events). Les autres options, comme augmenter les paramètres des événements en retard ou déplacer le travail vers un cluster dédié, ne résoudraient pas ce problème de performance. Le repartitionnement du flux d'entrée nécessite des changements dans la définition de la requête.

Définitions des termes :
 - **Streaming Units (SU)** : Unité de calcul utilisée dans Azure Stream Analytics pour allouer des ressources au traitement des données en temps réel.
 - **Backlogged Input Events** : Indicateur qui montre le nombre d'événements en attente de traitement.
 - **Dedicated Stream Analytics Cluster** : Une option qui permet d'avoir des clusters administrés dédiés pour les travaux de streaming, mais qui ne résout pas les problèmes liés à la surcharge de calcul.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 7

You have two Azure Data Factory pipelines.
You need to monitor the runtimes of the pipelines.
What should you do?

Options:
a) From Azure Data Studio, use the performance monitor view.
b) From the Azure Monitor blade of the Azure portal, review the metrics.
c) From the Data Factory blade of the Azure portal, review the Monitor & Manage tile.","Correct Answer: c) From the Data Factory blade of the Azure portal, review the Monitor & Manage tile

Explication : Les **runtimes** des pipelines existants peuvent être surveillés dans le portail Azure, sur la lame **Data Factory**, sous l'onglet **Monitor & Manage**. **Azure Data Studio** n'est pas utilisé pour surveiller **Azure Data Factory**, et bien que **Azure Monitor** soit utilisé pour certaines métriques, les pipelines peuvent être surveillés directement dans le portail Data Factory.

Définitions des termes :
 - **Monitor & Manage** : Une fonctionnalité dans le portail Azure utilisée pour surveiller les exécutions de pipelines dans Azure Data Factory.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 8

You have an Azure Data Factory named ADF1.
You need to ensure that you can analyze pipeline runtimes for ADF1 for the last 90 days.
What should you use?

Options:
a) Azure Data Factory
b) Azure Monitor
c) Azure Stream Analytics
d) Azure App Insights","Correct Answer: b) Azure Monitor

Explication : **Azure Data Factory** stocke uniquement les **runtimes** des pipelines pour une durée de 45 jours. Pour analyser les **runtimes** sur une période plus longue, les données doivent être envoyées à **Azure Monitor**, qui peut conserver les informations sur une plus longue période et permettre une analyse détaillée.

Définitions des termes :
 - **Azure Monitor** : Un service dans Azure qui collecte, analyse et agit sur les métriques et logs provenant des ressources cloud et locales.
 - **Pipeline Runtime** : Le temps d'exécution d'un pipeline dans Azure Data Factory, qui peut être surveillé pour identifier les problèmes de performance.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 9

You have an Azure Data Factory named ADF1.
You need to review Data Factory pipeline runtimes for the last seven days. The solution must provide a graphical view of the data.
What should you use?

Options:
a) the Dashboard view of the pipeline runs
b) the List view of the pipeline runs
c) the Gantt view of the pipeline runs
d) the Overview tab of Azure Data Factory Studio","Correct Answer: c) the Gantt view of the pipeline runs

Explication : La **vue Gantt** des exécutions de pipeline fournit une vue graphique des données de temps d'exécution, permettant de voir quels pipelines s'exécutent simultanément et lesquels s'exécutent à différents moments. Les autres options, comme la vue **Dashboard** ou **List**, ne fournissent pas une représentation graphique aussi claire des exécutions.

Définitions des termes :
 - **Gantt View** : Une vue graphique qui permet de visualiser le chevauchement des exécutions de pipeline sur une ligne de temps.
 - **Pipeline Runtime** : Le temps d'exécution d'un pipeline dans Azure Data Factory, utile pour surveiller les performances et l'ordonnancement.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 10

You have an Azure Databricks cluster that uses Databricks Runtime 10.1.
You need to automatically compact small files for creating new tables, so that the target file size is appropriate to the use case.
What should you set?

Options:
a) delta.autoOptimize.autoCompact = auto
b) delta.autoOptimize.autoCompact = false
c) delta.autoOptimize.autoCompact = legacy
d) delta.autoOptimize.autoCompact = true","Correct Answer: a) delta.autoOptimize.autoCompact = auto

Explication : Le paramètre **delta.autoOptimize.autoCompact = auto** permet de compacter automatiquement les fichiers à une taille optimale en fonction du cas d'usage. Les autres options, comme **delta.autoOptimize.autoCompact = true** ou **legacy**, compactent les fichiers à une taille de 128 MB, ce qui peut ne pas être optimal pour tous les cas. La valeur **false** désactive la compaction automatique.

Définitions des termes :
 - **Auto-compaction** : Une fonctionnalité qui permet de fusionner automatiquement des petits fichiers pour optimiser les performances des requêtes.
 - **Delta Lake** : Une couche de stockage fiable sur un lac de données avec prise en charge des transactions ACID.
 - **Databricks Runtime 10.1** : Une version du runtime Azure Databricks qui inclut des optimisations pour le traitement des données.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 11

You monitor an Azure Data Factory pipeline that occasionally fails.
You need to implement an alert that will contain failed pipeline run metrics. The solution must minimize development effort.

Which two actions achieve the goal? Each correct answer presents a complete solution.

Options:
a) From Azure portal, create an alert and add the metrics.
b) From the Monitor page of Azure Data Factory Studio, create an alert.
c) Implement a Web activity in the pipeline.
d) Implement a WebHook activity in the pipeline.","Correct Answers: a) From Azure portal, create an alert and add the metrics.
                 b) From the Monitor page of Azure Data Factory Studio, create an alert.

Explication : La meilleure façon de minimiser les efforts de développement est de créer une alerte directement depuis le portail **Azure** ou depuis la page de surveillance (**Monitor**) de **Azure Data Factory Studio**. Cela permet de surveiller les métriques des pipelines échoués sans avoir à implémenter des activités supplémentaires comme des **Web activities** ou des **WebHook activities**, qui nécessitent plus de développement.

Définitions des termes :
 - **Azure Monitor** : Un service qui permet de créer des alertes basées sur des métriques pour surveiller les ressources cloud.
 - **Web activity** : Une activité dans Azure Data Factory qui peut envoyer des requêtes HTTP pour déclencher des alertes ou exécuter des services externes, mais elle nécessite plus de configuration.
 - **WebHook activity** : Permet d'envoyer des notifications HTTP à des services externes, mais elle nécessite également plus d'efforts de développement pour être configurée correctement.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 12

You have an Azure Synapse Analytics workspace that includes an Azure Synapse Analytics cluster named Cluster1.
You need to review the estimated execution plan for a query on a specific node of Cluster1. The query has a spid of 94 and a distribution ID of 5.

Which command should you run?

Options:
a) DBCC PDW_SHOWEXECUTIONPLAN (5, 94)
b) DBCC SHOWEXECUTIONPLAN (5, 94)
c) SELECT * FROM sys.dm_exec_query_plan WHERE spid = 94 AND distribution_id = 5
d) SELECT * FROM sys.pdw.nodes_exec_query_plan WHERE spid = 94 AND distribution_id = 5","Correct Answer: a) DBCC PDW_SHOWEXECUTIONPLAN (5, 94)

Explication : La commande **DBCC PDW_SHOWEXECUTIONPLAN** est utilisée pour revoir le plan d'exécution estimé d'une requête spécifique sur un nœud donné d'un cluster dans **Azure Synapse Analytics**. Les autres options, comme les commandes **sys.dm_exec_query_plan** ou **sys.pdw.nodes_exec_query_plan**, ne permettent pas de visualiser directement le plan d'exécution d'une requête pour un **spid** et un **distribution ID** spécifiques.

Définitions des termes :
 - **DBCC PDW_SHOWEXECUTIONPLAN** : Une commande qui affiche le plan d'exécution estimé pour une requête dans Azure Synapse Analytics.
 - **SPID** : Identifiant de session de processus, utilisé pour identifier une requête spécifique.
 - **Distribution ID** : Identifiant de distribution dans un cluster distribué, utilisé pour exécuter les requêtes en parallèle sur plusieurs nœuds.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 13

You have an Azure Synapse Analytics database named DB1.
You need to increase the concurrency available for DB1.

Which cmdlet should you run?

Options:
a) Set-AzSqlDatabase
b) Start-AzSqlDatabaseActivity
c) Update-AzKustoDatabase
d) Update-AzSynapseSqlDatabase","Correct Answer: a) Set-AzSqlDatabase

Explication : La commande **Set-AzSqlDatabase** est utilisée pour augmenter la concurrence sur une base de données dans **Azure Synapse Analytics**. Cette commande permet de redimensionner la base de données, ce qui est nécessaire pour augmenter la concurrence. Les autres commandes, comme **Start-AzSqlDatabaseActivity**, ne sont pas utilisées pour gérer la concurrence, et **Update-AzKustoDatabase** et **Update-AzSynapseSqlDatabase** concernent des bases de données différentes.

Définitions des termes :
 - **Set-AzSqlDatabase** : Une cmdlet dans PowerShell qui permet de modifier les paramètres d'une base de données SQL dans Azure, notamment pour augmenter la concurrence.
 - **Concurrence** : Le nombre de requêtes ou d'opérations qui peuvent être exécutées en parallèle sur une base de données.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 14

You have an Azure Synapse Analytics workspace.
You need to build a materialized view.

Which two items should be included in the SELECT clause of the view? Each correct answer presents part of the solution.

Options:
a) a subquery
b) an aggregate function
c) the GROUP BY clause
d) the HAVING clause
e) the OPTION clause","Correct Answers: b) an aggregate function
                 c) the GROUP BY clause

Explication : Lors de la création d'une **vue matérialisée** dans **Azure Synapse Analytics**, la clause **SELECT** doit contenir au moins une fonction d'agrégation ainsi que la clause **GROUP BY** correspondante pour agréger les données. Les autres clauses comme **HAVING** ou **OPTION** sont optionnelles, et une **subquery** n'est pas requise dans cette situation.

Définitions des termes :
 - **Aggregate function** : Une fonction qui effectue un calcul sur un ensemble de valeurs et renvoie une valeur unique, comme SUM, COUNT, AVG, etc.
 - **GROUP BY** : Une clause SQL qui regroupe les lignes qui ont les mêmes valeurs dans des colonnes spécifiées et permet d'utiliser des fonctions d'agrégation.
 - **Materialized view** : Une vue qui stocke physiquement les résultats d'une requête, améliorant ainsi les performances des requêtes répétées.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 15

You have an Azure Synapse Analytics pipeline connected to an Azure SQL database.
You need to use data masking to obfuscate data and limit its exposure in lower-level environments.

Which three options can be used for dynamic data masking? Each correct answer presents a complete solution.

Options:
a) Always Encrypted
b) Custom String
c) Default
d) Number
e) row-level security (RLS)","Correct Answers: b) Custom String
                 c) Default
                 d) Number

Explication : Les options **Default**, **Number** et **Custom String** sont des méthodes valides pour implémenter le **masquage dynamique des données** au niveau de la base de données SQL. **RLS (row-level security)** et **Always Encrypted** ne sont pas des solutions de masquage des données. **RLS** est une fonction de restriction d'accès, tandis que **Always Encrypted** gère le chiffrement au niveau de la base de données.

Définitions des termes :
 - **Dynamic Data Masking** : Une fonctionnalité qui permet de masquer ou d'obfusquer les données pour limiter leur exposition dans certains environnements.
 - **Custom String** : Une option qui remplace les valeurs masquées par une chaîne de caractères définie par l'utilisateur.
 - **Default Masking** : Une option qui masque les valeurs en utilisant un masque prédéfini par défaut.
 - **Number Masking** : Une option qui masque les données numériques en les remplaçant par une valeur fixe ou un modèle de masque numérique.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 15

You have an Azure Synapse Analytics pipeline connected to an Azure SQL database.
You need to use data masking to obfuscate data and limit its exposure in lower-level environments.

Which three options can be used for dynamic data masking? Each correct answer presents a complete solution.

Options:
a) Always Encrypted
b) Custom String
c) Default
d) Number
e) row-level security (RLS)","Correct Answers: b) Custom String
                 c) Default
                 d) Number

Explication : Les options **Default**, **Number** et **Custom String** sont des méthodes valides pour implémenter le **masquage dynamique des données** au niveau de la base de données SQL. **RLS (row-level security)** et **Always Encrypted** ne sont pas des solutions de masquage des données. **RLS** est une fonction de restriction d'accès, tandis que **Always Encrypted** gère le chiffrement au niveau de la base de données.

Définitions des termes :
 - **Dynamic Data Masking** : Une fonctionnalité qui permet de masquer ou d'obfusquer les données pour limiter leur exposition dans certains environnements.
 - **Custom String** : Une option qui remplace les valeurs masquées par une chaîne de caractères définie par l'utilisateur.
 - **Default Masking** : Une option qui masque les valeurs en utilisant un masque prédéfini par défaut.
 - **Number Masking** : Une option qui masque les données numériques en les remplaçant par une valeur fixe ou un modèle de masque numérique.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 16

You have an Azure subscription that contains an Azure SQL database named DB1.
You need to implement row-level security (RLS) for DB1. The solution must block users from updating rows with values that violate RLS.

Which block predicate should you use?

Options:
a) AFTER INSERT
b) AFTER UPDATE
c) BEFORE DELETE
d) BEFORE UPDATE","Correct Answer: b) AFTER UPDATE

Explication : Le prédicat **AFTER UPDATE** empêche les utilisateurs de modifier des lignes en fonction de valeurs qui violent le prédicat de la sécurité au niveau des lignes (RLS). Le prédicat **BEFORE UPDATE**, quant à lui, est utilisé pour empêcher les utilisateurs de mettre à jour des lignes qui violent déjà le prédicat.

Définitions des termes :
 - **Row-Level Security (RLS)** : Une fonctionnalité qui permet de restreindre l'accès à des lignes spécifiques d'une table pour certains utilisateurs.
 - **Block predicate** : Un prédicat qui empêche certaines actions, comme les insertions, mises à jour ou suppressions, si les valeurs ne respectent pas les règles de sécurité définies.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 17

You have a job that aggregates data over a five-second tumbling window.
You are monitoring the job and notice that the SU (Memory) % Utilization metric is more than 80 percent, and the Backlogged Input Events metric shows values greater than 0.

What should you do to resolve the performance issue?

Options:
a) Change the compatibility level.
b) Change the tumbling window to a snapshot window.
c) Create a user-defined aggregate to perform the aggregation.
d) Increase the number of the Streaming Units (SU).","Correct Answer: d) Increase the number of the Streaming Units (SU)

Explication : Vous devriez augmenter le nombre de **Streaming Units (SU)** car cela ajoute plus de puissance de calcul à la tâche. Lorsque la métrique des **Backlogged Input Events** est supérieure à zéro, cela signifie que la tâche ne peut pas traiter tous les événements entrants. Changer le niveau de compatibilité n'est pas pertinent pour résoudre ce type de problème de performance, et utiliser une **user-defined aggregate** n'est utile que si la fonction d'agrégation n'est pas disponible dans le dialecte SQL de la requête.

Définitions des termes :
 - **Streaming Units (SU)** : Unité de calcul utilisée dans les services de traitement de flux de données comme Azure Stream Analytics. Plus vous avez de SU, plus vous avez de puissance de calcul disponible.
 - **Backlogged Input Events** : Événements qui n'ont pas pu être traités immédiatement en raison de la surcharge des ressources allouées à la tâche.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 18

You have an ELT solution that uses an Azure Storage account named datastg, an Azure HDInsight cluster, and an Azure Data Factory resource. 
You create a Data Factory pipeline by using the following JSON file:

{
   'name': 'MyHiveActivity',
   'type': 'HDInsightHive',
   'linkedServiceName': {
      'referenceName': 'MyHDIILinkedService',
      'type': 'LinkedServiceReference'
   },
   'typeProperties': {
      'scriptPath': 'adftutorial\hivescripts\hivescript.hql',
      'getDebugInfo': 'Failure',
      'defines': {'Output': ''}
   },
   'scriptLinkedService': {
      'referenceName': 'MyStorageLinkedService',
      'type': 'LinkedServiceReference'
   }
}

What should you add to the Output value in the JSON file?

Options:
a) http://data@datastg.blob.core.windows.net/devices/
b) wasb://data@datastg.blob.core.windows.net/data/devices/
c) wasb://data@datastg.blob.core.windows.net/devices/
d) wasb://datastg.blob.core.windows.net/data/devices/
","Correct Answer: c) wasb://data@datastg.blob.core.windows.net/devices/

Explication : Le format correct pour référencer un fichier dans un script Hive, afin d'écrire vers un **Azure Storage account**, est d'utiliser le schéma **wasb://** suivi du chemin du fichier dans le conteneur de stockage. 
Les autres formats donnés ne sont pas corrects pour cette configuration.

Définitions des termes :
 - **ELT (Extract, Load, Transform)** : Une méthode de traitement des données où les données sont extraites d'une source, chargées dans une destination, puis transformées.
 - **HDInsight** : Un service cloud qui facilite le traitement de grandes quantités de données avec des frameworks open-source comme Hadoop et Hive.
 - **wasb://** : Un schéma URI utilisé pour accéder aux données dans un conteneur de stockage d'objets Azure via le service Blob.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 19

You create a data flow activity in an Azure Synapse Analytics pipeline.
You plan to use the data flow to read data from a fixed-length text file.

You need to create the columns from each line of the text file. The solution must ensure that the data flow only writes three of the columns to a CSV file.

Which three types of tasks should you add to the data flow activity?

Options:
a) aggregate
b) derived column
c) flatten
d) select
e) sink","Correct Answer: b) derived column, d) select, e) sink

Explication : L'activité de flux de données dans Azure Synapse nécessite trois étapes spécifiques pour cette tâche. 
- **Derived column** : Vous permet d'extraire les colonnes à partir des lignes du fichier texte.
- **Select** : Sélectionne les colonnes que vous souhaitez écrire dans le fichier CSV.
- **Sink** : Écrit les données extraites dans un fichier CSV.
L'option **aggregate** n'est pas nécessaire car aucune agrégation de données n'est demandée, et **flatten** n'est pas requise car il n'y a pas besoin d'aplatir les données.

Définitions des termes :
- **Derived column** : Une transformation dans un flux de données qui permet de créer ou modifier des colonnes basées sur une expression.
- **Select** : Une transformation qui choisit les colonnes spécifiques à inclure dans le jeu de données final.
- **Sink** : Une étape dans le pipeline qui enregistre les données dans un emplacement spécifié, comme un fichier ou une base de données.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question 20

You plan to build an event processing solution.

You need to ensure that the solution will support real-time processing and batch processing of events.

Which two services should you include in the solution?

Options:
a) Azure Cosmos DB
b) Azure Data Factory
c) Azure Event Hubs
d) Azure Stream Analytics","Correct Answer: c) Azure Event Hubs, d) Azure Stream Analytics

Explication : Azure Event Hubs et Azure Stream Analytics sont les services recommandés pour la gestion des événements en temps réel et en traitement par lots.

- **Azure Event Hubs** : Il permet de recevoir des événements et de les envoyer vers plusieurs voies différentes pour le traitement.
- **Azure Stream Analytics** : Il traite les messages des Event Hubs en temps réel ou sous forme de traitement par lots.

Les autres options ne conviennent pas car **Azure Cosmos DB** est une base de données NoSQL qui ne gère pas directement le traitement d'événements, et **Azure Data Factory** est utilisé principalement pour l'orchestration de pipelines de données, mais pas pour le traitement d'événements en temps réel.

Tags: #Microsoft Learn"
"#Microsoft Learn | Question - Azure Synapse Analytics

You have a table in an Azure Synapse Analytics dedicated SQL pool.

The table was created by using the following Transact-SQL statement:

CREATE TABLE [dbo].[DimEmployee](
[EmployeeKey] [int] IDENTITY(1,1) NOT NULL,
[EmployeeID] [int] NOT NULL,
[FirstName] [varchar(100)] NOT NULL,
[LastName] [varchar(100)] NOT NULL,
[JobTitle] [varchar(100)] NOT NULL,
[LastHireDate] [date] NOT NULL,
[StreetAddress] [varchar(500)] NOT NULL,
[City] [varchar(200)] NOT NULL,
[StateProvince] [varchar(50)] NOT NULL,
[Portalcode] [varchar(10)] NOT NULL)

You need to alter the table to meet the following requirements:
- Ensure that users can identify the current manager of employees.
- Support creating an employee reporting hierarchy for your entire company.
- Provide fast lookup of the managers' attributes such as name and job title.

Which column should you add to the table?

Options:
a) [ManagerEmployeeID] [smallint] NULL
b) [ManagerEmployeeKey] [smallint] NULL
c) [ManagerEmployeeKey] [int] NULL
d) [ManagerName] [varchar(200)] NULL","Correct Answer: c) [ManagerEmployeeKey] [int] NULL

Explication : Pour identifier le Manager, la meilleure option est d'ajouter une colonne avec le type de données **[ManagerEmployeeKey] [int] NULL** qui est cohérent avec la colonne **[EmployeeKey]**, ce qui permet de gérer l'arborescence hiérarchique de l'organisation efficacement.

Les autres options ne sont pas optimales car:
- **[ManagerEmployeeID] [smallint] NULL** est incorrect car le type de données est trop petit pour représenter un large éventail d'identifiants.
- **[ManagerEmployeeKey] [smallint] NULL** est aussi limité en taille.
- **[ManagerName] [varchar(200)] NULL** ne permet pas de créer facilement une relation hiérarchique pour gérer les relations de type Manager-Employé.

Tags: #Microsoft Learn"
"#examTopics | Question - Azure Synapse Analytics

You have a table in an Azure Synapse Analytics dedicated SQL pool.

The table was created by using the following Transact-SQL statement:

CREATE TABLE [dbo].[DimEmployee](
[EmployeeKey] [int] IDENTITY(1,1) NOT NULL,
[EmployeeID] [int] NOT NULL,
[FirstName] [varchar(100)] NOT NULL,
[LastName] [varchar(100)] NOT NULL,
[JobTitle] [varchar(100)] NOT NULL,
[LastHireDate] [date] NOT NULL,
[StreetAddress] [varchar(500)] NOT NULL,
[City] [varchar(200)] NOT NULL,
[StateProvince] [varchar(50)] NOT NULL,
[Portalcode] [varchar(10)] NOT NULL)

You need to alter the table to meet the following requirements:
- Ensure that users can identify the current manager of employees.
- Support creating an employee reporting hierarchy for your entire company.
- Provide fast lookup of the managers' attributes such as name and job title.

Which column should you add to the table?

Options:
a) [ManagerEmployeeID] [smallint] NULL
b) [ManagerEmployeeKey] [smallint] NULL
c) [ManagerEmployeeKey] [int] NULL
d) [ManagerName] [varchar(200)] NULL","Correct Answer: c) [ManagerEmployeeKey] [int] NULL

Explication : Pour identifier le Manager, la meilleure option est d'ajouter une colonne avec le type de données **[ManagerEmployeeKey] [int] NULL** qui est cohérent avec la colonne **[EmployeeKey]**, ce qui permet de gérer l'arborescence hiérarchique de l'organisation efficacement.

Les autres options ne sont pas optimales car:
- **[ManagerEmployeeID] [smallint] NULL** est incorrect car le type de données est trop petit pour représenter un large éventail d'identifiants.
- **[ManagerEmployeeKey] [smallint] NULL** est aussi limité en taille.
- **[ManagerName] [varchar(200)] NULL** ne permet pas de créer facilement une relation hiérarchique pour gérer les relations de type Manager-Employé.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You have a table named SalesFact in an enterprise data warehouse in Azure Synapse Analytics. SalesFact contains sales data from the past 36 months and has the following characteristics:
- It is partitioned by month
- Contains one billion rows
- Has a clustered columnstore index

At the beginning of each month, you need to remove data from SalesFact that is older than 36 months as quickly as possible. Which three actions should you perform in sequence in a stored procedure?

Options:
- Switch the partition containing the stale data from SalesFact to SalesFact_Work.
- Truncate the partition containing the stale data.
- Drop the SalesFact_Work table.
- Create an empty table named SalesFact_Work that has the same schema as SalesFact.
- Execute a DELETE statement where the value in the Date column is more than 36 months ago.
- Copy the data to a new table by using CREATE TABLE AS SELECT (CTAS).","Correct Answer:
1) Create an empty table named SalesFact_Work that has the same schema as SalesFact.
2) Switch the partition containing the stale data from SalesFact to SalesFact_Work.
3) Drop the SalesFact_Work table.

Explication : Cette séquence permet de gérer efficacement les partitions de données anciennes, en utilisant la table SalesFact_Work pour héberger les données supprimées temporairement.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You have a table named SalesFact in an enterprise data warehouse in Azure Synapse Analytics. SalesFact contains sales data from the past 36 months and has the following characteristics:
- It is partitioned by month
- Contains one billion rows
- Has a clustered columnstore index

At the beginning of each month, you need to remove data from SalesFact that is older than 36 months as quickly as possible. Which three actions should you perform in sequence in a stored procedure?

Options:
- Switch the partition containing the stale data from SalesFact to SalesFact_Work.
- Truncate the partition containing the stale data.
- Drop the SalesFact_Work table.
- Create an empty table named SalesFact_Work that has the same schema as SalesFact.
- Execute a DELETE statement where the value in the Date column is more than 36 months ago.
- Copy the data to a new table by using CREATE TABLE AS SELECT (CTAS).","Correct Answer:
1) Create an empty table named SalesFact_Work that has the same schema as SalesFact.
2) Switch the partition containing the stale data from SalesFact to SalesFact_Work.
3) Drop the SalesFact_Work table.

Explication : Cette séquence permet de gérer efficacement les partitions de données anciennes, en utilisant la table SalesFact_Work pour héberger les données supprimées temporairement.

Définitions importantes :
- **Partition** : Un mécanisme permettant de diviser de grandes tables en segments plus petits et gérables, souvent par des dates ou d'autres colonnes pertinentes.
- **Clustered Columnstore Index** : Un index qui stocke les données en colonnes plutôt qu'en lignes, ce qui permet d'optimiser la compression des données et d'améliorer les performances des requêtes analytiques.
- **CREATE TABLE AS SELECT (CTAS)** : Un SQL qui permet de copier les données d'une table existante vers une nouvelle table.

Justifications des mauvaises réponses :
- **Truncate the partition containing the stale data** : Cette action seule ne permet pas de gérer la suppression efficace des partitions sans risque de perte de données ou de performances dégradées.
- **Execute a DELETE statement where the value in the Date column is more than 36 months ago** : Les DELETE statements sont inefficaces pour gérer de grandes quantités de données dans un environnement partitionné, car ils peuvent entraîner des problèmes de performance.
- **Copy the data to a new table by using CTAS** : Utiliser CTAS sans partitionner les données ou manipuler les partitions d'abord est sous-optimal pour un volume de données aussi important.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You have files and folders in Azure Data Lake Storage Gen2 for an Azure Synapse workspace as shown in the following exhibit:
- /topfolder/
- File1.csv
- /folder1/
- File2.csv
- /folder2/
- File3.csv
- File4.csv

You create an external table named ExtTable that has LOCATION='/topfolder/'.
When you query ExtTable by using an Azure Synapse Analytics serverless SQL pool, which files are returned?

Options:
a) File2.csv and File3.csv only
b) File1.csv and File4.csv only
c) File1.csv, File2.csv, File3.csv, and File4.csv
d) File1.csv only
","Correct Answer: c) File1.csv, File2.csv, File3.csv, and File4.csv

Explication : Dans un environnement de stockage Azure Data Lake Storage Gen2, la requête sur une table externe avec un chemin spécifié renvoie toutes les données des fichiers situés dans ce chemin ou dans les sous-dossiers du chemin.

Définitions importantes :
- **External Table** : Une table qui référence des fichiers externes dans un stockage comme Azure Data Lake, permettant de requêter ces fichiers via SQL sans les déplacer.
- **Azure Synapse Analytics Serverless SQL Pool** : Une solution sans serveur qui permet d'exécuter des requêtes SQL sur des fichiers stockés dans Azure Data Lake sans nécessiter de provisionnement ou de gestion de ressources dédiées.
- **LOCATION** : Une option utilisée pour définir le chemin vers les fichiers à interroger lorsqu'on crée une table externe.

Justifications des mauvaises réponses :
- **File2.csv and File3.csv only** : Cette réponse est incorrecte car elle ne considère que les fichiers dans des sous-dossiers, mais pas ceux au niveau supérieur.
- **File1.csv and File4.csv only** : Cette réponse est incorrecte car elle exclut les fichiers dans les sous-dossiers, qui sont également pris en compte.
- **File1.csv only** : Cette réponse est incorrecte car elle exclut les autres fichiers disponibles dans les sous-dossiers.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You use Azure Data Factory to prepare data to be queried by Azure Synapse Analytics serverless SQL pools.
Files are initially ingested into an Azure Data Lake Storage Gen2 account as 10 small JSON files. Each file contains the same data attributes and data from a subsidiary of your company.
You need to move the files to a different folder and transform the data to meet the following requirements:
- Provide the fastest possible query times.
- Automatically infer the schema from the underlying files.
How should you configure the Data Factory copy activity?
To answer, select the appropriate options in the answer area.

Options:
- Copy behavior: Flatten hierarchy, Merge files, Preserve hierarchy
- Sink file type: CSV, JSON, Parquet, TXT","Correct Answer:
- Copy behavior: Merge files
- Sink file type: Parquet

Explication : La fusion des fichiers et l'utilisation de Parquet comme format de destination permet d'optimiser la taille des fichiers et d'améliorer les performances des requêtes.

Définitions importantes :
- **Flatten hierarchy** : Fusionne tous les fichiers et sous-dossiers dans un seul niveau.
- **Merge files** : Combine plusieurs fichiers plus petits en un seul fichier pour améliorer l'efficacité.
- **Preserve hierarchy** : Conserve la structure des dossiers source.
- **Parquet** : Un format de fichier optimisé pour le stockage en colonnes, idéal pour les performances des requêtes analytiques.

Justifications des mauvaises réponses :
- **Flatten hierarchy** : Ne serait pas optimal dans ce contexte car vous ne voulez pas supprimer les structures hiérarchiques importantes.
- **Preserve hierarchy** : Bien que cela conserve la hiérarchie des dossiers, cela n'améliore pas les performances des requêtes.
- **Sink file type - CSV ou JSON** : Ces formats ne sont pas aussi optimisés que Parquet pour les requêtes analytiques complexes.

Tags: #examTopics"
