commande_id,client_id,date_commande,montant,statut
2144,959,2024-03-19,946.16,Annulee
2145,481,2024-07-15,778.47,Livree
2146,363,2024-07-21,160.14,Livree
2147,636,2024-03-25,955.73,Livree
2148,65,2024-05-26,548.82,Expédiee
2149,702,2024-04-28,252.21,Expédiee
2150,610,2024-03-23,725.08,En attente
2151,670,2023-12-19,394.88,En attente
2152,942,2024-09-30,561.11,Livree
2153,603,2023-11-04,595.37,Expédiee
2154,803,2024-02-15,580.8,Livree
2155,199,2024-03-05,609.64,Expédiee
2156,475,2024-07-16,907.84,En attente
2157,972,2024-06-08,756.34,Livree
2158,292,2024-07-23,746.83,En attente
2159,901,2024-08-08,943.74,Expédiee
2160,873,2023-10-31,725.38,Annulee
2161,319,2024-06-12,374.8,Expédiee
2162,3,2023-12-28,870.27,Expédiee
2163,29,2024-04-09,978.52,En attente
2164,815,2024-07-02,255.43,Annulee
2165,635,2023-10-08,279.03,En attente
2166,380,2023-12-10,475.75,Annulee
2167,416,2024-06-08,936.14,Livree
2168,75,2024-02-25,140.29,Livree
2169,995,2024-09-04,419.16,En attente
2170,370,2024-04-24,474.25,Livree
2171,431,2024-05-25,979.86,Livree
2172,41,2024-09-07,639.83,Livree
2173,352,2024-01-07,416.74,En attente
2174,617,2024-02-10,162.96,En attente
2175,224,2024-08-03,350.53,Livree
2176,90,2023-10-22,753.09,Annulee
2177,209,2024-06-28,231.85,En attente
2178,400,2024-02-04,505.61,Annulee
2179,213,2023-11-29,651.22,Livree
2180,397,2023-12-15,154.95,En attente
2181,771,2024-07-23,827.6,Annulee
2182,93,2024-03-08,619.15,En attente
2183,182,2024-01-03,615.05,Expédiee
2184,598,2023-11-04,244.53,En attente
2185,158,2024-05-03,916.81,Expédiee
2186,674,2024-08-07,537.64,Annulee
2187,789,2024-05-17,679.48,Expédiee
2188,136,2024-09-14,482.87,Livree
2189,105,2024-05-06,182.59,Expédiee
2190,943,2024-05-01,378.35,Annulee
2191,311,2023-11-20,317.07,Livree
2192,973,2023-12-07,792.63,Annulee
2193,810,2024-08-07,448.73,Expédiee
2194,897,2024-10-02,771.55,Expédiee
2195,681,2024-02-03,141.06,Annulee
2196,582,2023-12-10,916.79,En attente
2197,271,2023-11-10,881.61,Livree
2198,697,2024-01-12,96.05,Livree
2199,143,2023-12-02,781.78,Livree
2200,624,2024-04-19,573.83,Livree
2201,151,2024-02-03,822.78,Expédiee
2202,438,2023-11-20,735.35,En attente
2203,375,2024-05-26,78.53,Annulee
2204,952,2024-06-18,495.35,Livree
2205,789,2024-05-11,913.24,Expédiee
2206,55,2023-10-29,676.04,Livree
2207,613,2024-05-30,784.07,Expédiee
2208,262,2024-09-23,822.08,En attente
2209,667,2023-12-26,189.18,Livree
2210,959,2024-09-28,329.92,Annulee
2211,289,2023-10-31,872.02,En attente
2212,73,2024-07-14,75.16,Livree
2213,648,2023-12-23,447.16,Livree
2214,140,2023-11-25,719.21,Expédiee
2215,513,2023-11-18,960.28,Annulee
2216,860,2024-08-31,497.25,Expédiee
2217,398,2024-01-07,167.58,Livree
2218,262,2024-02-14,708.53,En attente
2219,628,2023-11-20,6.46,Livree
2220,873,2024-01-20,975.64,Expédiee
2221,201,2023-11-06,578.34,Annulee
2222,529,2024-05-28,412.33,Annulee
2223,420,2023-12-10,333.49,En attente
2224,665,2024-06-13,516.39,Expédiee
2225,1,2024-05-07,138.68,Livree
2226,724,2024-06-14,729.88,Annulee
2227,63,2024-05-21,478.07,Expédiee
2228,89,2024-06-07,692.02,Annulee
2229,659,2023-12-05,894.94,Annulee
2230,31,2024-10-02,208.93,En attente
2231,500,2024-08-17,338.65,Annulee
2232,82,2023-11-01,64.17,Livree
2233,233,2024-08-08,595.7,Annulee
2234,715,2024-01-05,282.76,Annulee
2235,338,2024-09-29,910.02,Expédiee
2236,684,2024-09-06,298.21,En attente
2237,237,2024-04-09,656.62,Livree
2238,593,2024-07-05,356.32,Annulee
2239,629,2023-11-04,708.3,Annulee
2240,222,2024-03-02,760.96,Livree
2241,377,2024-07-30,434.56,Annulee
2242,872,2024-02-08,710.64,Expédiee
2243,568,2024-10-01,313.91,Livree
2244,809,2024-02-14,96.79,Annulee
2245,33,2024-04-04,743.99,Expédiee
2246,67,2024-02-08,351.82,Expédiee
2247,929,2024-09-24,578.85,Expédiee
2248,285,2024-04-14,666.5,En attente
2249,120,2024-07-10,317.97,Expédiee
2250,75,2024-09-21,956.41,Livree
2251,69,2024-02-22,187.07,Livree
2252,4,2024-09-01,984.02,Expédiee
2253,890,2024-06-17,492.31,Expédiee
2254,134,2024-02-02,198.26,Livree
2255,935,2024-10-02,548.42,Livree
2256,810,2024-02-13,149.76,Livree
2257,937,2024-09-29,990.45,Annulee
2258,857,2024-09-05,744.62,Expédiee
2259,92,2024-04-25,470.37,Annulee
2260,179,2024-01-04,321.14,Expédiee
2261,509,2024-06-21,894.54,En attente
2262,833,2024-03-29,215.04,Expédiee
2263,876,2024-08-26,321.16,Expédiee
2264,536,2024-07-22,776.1,Livree
2265,84,2024-05-22,342.16,En attente
2266,267,2023-11-13,883.41,Expédiee
2267,776,2023-12-13,655.88,Expédiee
2268,360,2024-08-18,118.44,En attente
2269,808,2024-09-26,524.71,Annulee
2270,651,2024-06-30,49.36,Livree
2271,175,2023-10-17,273.69,Expédiee
2272,166,2024-03-03,53.29,Livree
2273,230,2024-01-11,658.97,En attente
2274,177,2024-03-06,952.65,Expédiee
2275,719,2024-05-14,98.97,Expédiee
2276,451,2024-07-01,651.84,En attente
2277,630,2024-07-22,508.65,Annulee
2278,803,2024-04-06,946.44,Annulee
2279,615,2023-12-15,609.06,En attente
2280,909,2024-07-10,566.16,Expédiee
2281,694,2024-01-24,397.06,Annulee
2282,913,2023-12-08,926.15,Livree
2283,947,2024-09-19,544.1,En attente
2284,798,2024-09-16,912.56,Livree
2285,492,2023-12-04,140.62,Expédiee
2286,187,2024-03-12,666.27,Expédiee
2287,797,2024-04-04,337.11,En attente
2288,46,2023-11-17,543.46,Livree
2289,58,2023-10-29,349.87,Livree
2290,655,2024-07-31,403.94,Annulee
2291,189,2024-02-05,528.35,En attente
2292,694,2024-06-10,133.48,Annulee
2293,439,2023-11-08,849.82,Annulee
2294,443,2024-03-30,761.05,Livree
2295,356,2024-10-01,586.85,Annulee
2296,263,2023-12-15,424.0,Annulee
2297,150,2024-03-30,808.65,Expédiee
2298,388,2024-01-21,588.89,Livree
2299,624,2024-09-22,113.4,Expédiee
2300,433,2024-03-30,716.72,En attente
2301,305,2023-10-10,462.74,Livree
2302,879,2024-05-20,917.13,Annulee
2303,525,2024-02-12,632.87,En attente
2304,866,2024-06-27,310.47,Annulee
2305,871,2024-02-08,207.51,Livree
2306,461,2024-09-29,655.45,Expédiee
2307,145,2024-01-03,899.96,Expédiee
2308,267,2024-06-12,634.86,Livree
2309,786,2024-04-09,356.09,Expédiee
2310,251,2024-07-26,163.5,Annulee
2311,979,2024-02-16,288.65,En attente
2312,531,2024-01-17,258.14,En attente
2313,659,2024-02-13,897.81,En attente
2314,151,2024-07-25,871.29,Expédiee
2315,173,2023-12-08,373.54,Annulee
2316,894,2024-01-22,958.96,Expédiee
2317,470,2024-07-14,424.59,Expédiee
2318,569,2024-08-26,847.09,En attente
2319,702,2024-03-22,329.91,En attente
2320,866,2023-12-22,172.3,Annulee
2321,266,2024-05-07,933.09,En attente
2322,180,2024-04-25,307.69,Annulee
2323,726,2024-04-22,153.54,Expédiee
2324,641,2024-09-27,967.48,Annulee
2325,219,2024-07-02,98.28,En attente
2326,703,2024-05-21,927.05,En attente
2327,108,2024-01-12,691.77,Expédiee
2328,521,2024-07-09,157.69,Livree
2329,775,2023-11-19,763.05,Livree
2330,919,2024-02-09,822.37,Livree
2331,909,2023-12-05,726.81,Annulee
2332,469,2024-04-06,500.35,Expédiee
2333,366,2024-06-02,560.47,Livree
2334,280,2023-12-09,172.39,En attente
2335,554,2023-10-07,877.26,En attente
2336,181,2023-10-18,333.32,Expédiee
2337,605,2024-06-03,570.04,Livree
2338,339,2024-02-28,425.88,Expédiee
2339,751,2024-06-04,259.14,Expédiee
2340,214,2024-09-30,758.23,Expédiee
2341,117,2024-05-12,879.78,Livree
2342,785,2024-02-21,874.33,Livree
2343,879,2024-07-02,393.55,Livree
2344,818,2023-12-19,549.33,Annulee
2345,736,2024-04-11,487.54,Expédiee
2346,556,2024-10-01,829.38,Annulee
2347,308,2024-07-24,635.68,Expédiee
2348,424,2024-02-01,996.68,Livree
2349,716,2024-04-29,161.72,Expédiee
2350,203,2024-08-22,790.77,Annulee
2351,192,2024-04-29,623.36,Annulee
2352,279,2023-10-07,517.03,Livree
2353,405,2024-05-12,708.73,En attente
2354,361,2024-05-01,146.09,Expédiee
2355,746,2024-04-26,106.34,Livree
2356,985,2023-12-03,54.55,Annulee
2357,130,2024-03-07,96.31,Livree
2358,567,2024-07-23,202.93,Livree
2359,702,2024-07-07,289.87,Annulee
2360,797,2024-01-22,722.33,Expédiee
2361,338,2024-01-23,952.86,Livree
2362,278,2024-08-24,350.36,Expédiee
2363,419,2024-02-01,445.05,Annulee
2364,830,2024-03-05,955.54,Livree
2365,311,2023-12-22,118.47,Annulee
2366,100,2024-05-30,353.29,Livree
2367,31,2024-10-02,842.69,En attente
2368,121,2024-01-27,602.98,Annulee
2369,169,2024-09-18,504.68,Livree
2370,5,2024-03-05,582.93,Annulee
2371,798,2024-07-22,954.97,Annulee
2372,795,2024-07-22,935.23,Expédiee
2373,752,2024-02-25,171.89,Livree
2374,812,2024-07-02,104.8,Annulee
2375,76,2024-04-14,420.38,En attente
2376,688,2024-09-22,808.0,Annulee
2377,577,2024-06-20,714.64,Livree
2378,865,2024-07-05,248.43,Expédiee
2379,795,2023-12-08,367.49,Annulee
2380,604,2023-10-17,601.56,Livree
2381,641,2024-01-18,742.27,Annulee
2382,964,2024-04-20,955.22,En attente
2383,214,2024-03-02,346.31,Annulee
2384,228,2024-09-25,992.75,Annulee
2385,805,2024-07-06,999.13,Livree
2386,958,2023-10-03,558.63,En attente
2387,58,2023-10-09,808.36,Annulee
2388,331,2024-08-21,896.23,En attente
2389,540,2024-02-18,823.02,Annulee
2390,325,2024-03-06,550.82,Livree
2391,34,2024-09-27,449.14,Livree
2392,76,2024-01-27,821.97,En attente
2393,802,2024-09-22,827.41,En attente
2394,201,2024-05-18,612.99,Livree
2395,825,2024-09-14,427.48,Annulee
2396,498,2023-12-06,438.24,Expédiee
2397,321,2023-11-18,236.65,Expédiee
2398,736,2023-12-18,457.43,Expédiee
2399,466,2024-08-09,51.96,Livree
2400,354,2023-12-06,868.28,Expédiee
2401,492,2023-12-06,552.76,Expédiee
2402,143,2024-06-10,316.73,Expédiee
2403,832,2023-11-24,642.75,Livree
2404,776,2023-10-23,834.43,Expédiee
2405,567,2024-09-15,863.55,En attente
2406,526,2024-07-07,629.83,Expédiee
2407,810,2023-11-07,910.81,Annulee
2408,460,2024-09-16,717.09,Annulee
2409,463,2024-07-07,388.34,En attente
2410,604,2023-10-06,347.5,Annulee
2411,584,2024-05-23,564.93,Annulee
2412,759,2024-03-28,548.37,Livree
2413,946,2024-01-06,413.99,Annulee
2414,280,2024-02-24,757.87,En attente
2415,720,2024-09-08,318.58,Annulee
2416,752,2023-11-08,842.65,En attente
2417,682,2024-01-02,637.56,Livree
2418,705,2024-01-27,124.71,Expédiee
2419,65,2024-07-06,493.98,Livree
2420,169,2024-09-13,561.47,Livree
2421,732,2024-03-12,317.29,Annulee
2422,47,2024-10-02,340.87,Annulee
2423,634,2024-04-30,685.33,Expédiee
2424,730,2024-06-08,856.53,Expédiee
2425,857,2024-01-24,966.23,En attente
2426,715,2024-05-02,265.58,En attente
2427,520,2024-03-09,29.86,Livree
2428,570,2023-12-08,210.86,Annulee
2429,459,2024-04-02,295.81,Expédiee
2430,86,2024-07-03,672.17,Expédiee
2431,683,2024-03-15,176.56,Annulee
2432,453,2024-04-08,74.49,Expédiee
2433,802,2024-09-12,816.39,En attente
2434,438,2024-03-23,171.57,Annulee
2435,154,2024-03-16,376.44,Annulee
2436,578,2024-08-18,396.2,Annulee
2437,551,2024-08-28,871.92,Annulee
2438,505,2023-11-25,477.98,En attente
2439,657,2024-07-10,853.98,En attente
2440,241,2023-10-27,955.08,Expédiee
2441,534,2024-03-01,317.82,En attente
2442,435,2023-11-04,346.94,En attente
2443,40,2024-02-04,10.85,Annulee
2444,975,2024-04-07,763.61,Expédiee
2445,120,2024-03-28,928.85,Annulee
2446,143,2024-09-13,474.78,En attente
2447,55,2024-02-20,489.53,Annulee
2448,355,2023-10-21,833.63,Annulee
2449,492,2024-03-16,404.55,En attente
2450,770,2024-08-06,970.88,Livree
2451,982,2024-01-08,672.88,Livree
2452,835,2024-01-23,241.72,Annulee
2453,162,2024-05-02,860.34,Expédiee
2454,696,2024-08-12,764.8,Expédiee
2455,173,2024-03-09,740.99,Expédiee
2456,140,2024-06-08,489.06,En attente
2457,535,2024-01-16,410.28,Expédiee
2458,395,2023-12-25,570.89,Livree
2459,204,2024-02-15,609.75,Expédiee
2460,734,2023-11-22,963.01,Expédiee
2461,757,2024-08-19,197.73,Expédiee
2462,18,2024-02-04,36.82,Livree
2463,491,2024-06-21,950.15,Annulee
2464,742,2024-09-15,999.33,Annulee
2465,859,2023-10-25,958.09,Livree
2466,194,2024-05-05,713.73,Livree
2467,379,2023-10-16,472.52,Expédiee
2468,816,2024-09-11,846.6,Annulee
2469,123,2024-06-20,470.9,Livree
2470,310,2024-06-18,784.8,Annulee
2471,433,2024-06-28,949.63,Expédiee
2472,375,2024-01-11,917.94,Annulee
2473,327,2024-06-18,308.39,Annulee
2474,460,2023-11-10,307.43,Livree
2475,289,2023-12-19,827.17,En attente
2476,316,2024-08-07,828.83,Annulee
2477,824,2024-05-29,881.65,Annulee
2478,167,2024-02-21,122.16,Annulee
2479,197,2023-11-24,495.96,En attente
2480,631,2024-02-01,425.66,Annulee
2481,624,2024-07-29,99.18,Annulee
2482,898,2024-07-12,824.08,En attente
2483,205,2024-09-24,707.1,Livree
2484,62,2023-12-07,144.45,Expédiee
2485,484,2024-04-25,234.39,Livree
2486,40,2023-12-04,805.07,Livree
2487,986,2024-04-06,760.58,Expédiee
2488,684,2024-05-01,58.46,Annulee
2489,792,2024-08-27,893.7,Expédiee
2490,721,2024-04-27,452.6,Expédiee
2491,197,2024-06-01,360.28,Livree
2492,718,2023-12-02,673.15,Expédiee
2493,891,2024-05-09,445.99,En attente
2494,900,2023-10-03,493.56,Expédiee
2495,572,2023-10-20,309.19,En attente
2496,911,2024-04-10,228.65,Livree
2497,722,2024-06-10,42.37,Expédiee
2498,899,2024-03-29,548.9,En attente
2499,753,2024-07-30,120.79,Annulee
2500,367,2024-07-13,291.8,Annulee
2501,866,2024-05-30,653.03,En attente
2502,813,2024-02-15,909.92,Annulee
2503,470,2024-08-08,565.1,Expédiee
2504,854,2023-11-10,860.24,Annulee
2505,911,2024-08-24,906.18,Annulee
2506,574,2023-10-16,236.46,Expédiee
2507,410,2024-01-26,254.63,Expédiee
2508,341,2024-02-07,199.24,Annulee
2509,275,2024-07-24,92.03,Annulee
2510,396,2024-01-22,583.08,Annulee
2511,508,2024-01-10,645.46,Annulee
2512,653,2024-05-16,244.06,Expédiee
2513,179,2023-10-17,501.83,Livree
2514,922,2024-07-02,816.45,Livree
2515,333,2023-12-12,207.8,Livree
2516,175,2024-02-24,223.5,Expédiee
2517,518,2023-10-18,537.59,Expédiee
2518,543,2024-01-20,112.78,Expédiee
2519,764,2024-03-24,429.1,Livree
2520,781,2024-04-07,740.21,En attente
2521,590,2024-03-13,6.27,Expédiee
2522,893,2024-04-06,767.52,En attente
2523,660,2023-10-29,855.03,En attente
2524,126,2024-07-17,656.29,Livree
2525,258,2024-04-02,242.95,Livree
2526,802,2024-03-24,722.55,Expédiee
2527,743,2024-07-03,66.29,Annulee
2528,131,2024-02-01,50.15,Expédiee
2529,598,2024-06-15,882.14,En attente
2530,879,2024-05-29,191.27,Expédiee
2531,496,2024-06-07,794.51,En attente
2532,386,2024-06-23,181.59,En attente
2533,212,2024-04-29,824.81,En attente
2534,912,2024-02-27,113.45,Expédiee
2535,190,2024-08-27,233.62,Expédiee
2536,268,2024-05-17,288.73,Expédiee
2537,530,2024-08-16,245.95,Livree
2538,696,2024-07-30,944.63,Livree
2539,399,2024-07-28,780.03,Annulee
2540,780,2024-02-09,773.83,Annulee
2541,638,2024-07-06,556.92,En attente
2542,357,2024-08-22,17.26,En attente
2543,577,2024-02-21,988.76,Expédiee
2544,729,2023-12-02,123.58,Annulee
2545,585,2024-06-18,938.29,Expédiee
2546,967,2023-10-22,364.0,Expédiee
2547,735,2023-10-25,259.4,Livree
2548,321,2024-05-25,869.51,Expédiee
2549,117,2023-11-09,701.13,En attente
2550,838,2023-12-21,855.53,En attente
2551,594,2023-12-21,970.92,En attente
2552,601,2023-10-21,548.08,Expédiee
2553,697,2023-10-26,248.28,Annulee
2554,305,2024-01-06,134.33,Livree
2555,299,2024-04-23,942.73,En attente
2556,54,2024-04-19,99.04,En attente
2557,691,2024-01-20,803.33,Livree
2558,581,2024-07-02,422.18,Annulee
2559,101,2024-04-10,234.07,Annulee
2560,45,2023-11-15,262.95,Livree
2561,22,2023-11-29,511.44,Livree
2562,289,2023-10-19,950.96,Livree
2563,130,2024-07-30,426.11,Annulee
2564,673,2024-03-02,519.18,Livree
2565,86,2023-11-10,845.17,En attente
2566,168,2023-12-24,730.5,Livree
2567,261,2024-08-02,184.75,Livree
2568,738,2024-02-21,977.41,Annulee
2569,110,2024-07-04,737.89,Livree
2570,35,2023-11-21,780.79,Annulee
2571,238,2023-10-19,991.05,Annulee
2572,887,2024-09-25,930.14,Livree
2573,181,2024-05-28,837.44,Expédiee
2574,469,2024-06-10,634.89,Livree
2575,984,2023-10-11,281.05,Expédiee
2576,88,2024-02-05,416.46,Expédiee
2577,45,2024-02-12,97.91,En attente
2578,138,2024-02-15,515.65,Expédiee
2579,857,2023-11-14,642.38,Annulee
2580,666,2024-04-01,315.44,Expédiee
2581,576,2024-03-08,397.06,Livree
2582,210,2023-10-28,453.55,En attente
2583,733,2024-09-14,131.66,En attente
2584,598,2023-11-20,569.1,En attente
2585,280,2023-11-05,651.76,Expédiee
2586,494,2024-05-27,223.55,Annulee
2587,714,2024-04-13,868.26,En attente
2588,297,2024-01-03,598.44,Expédiee
2589,819,2023-11-18,724.53,Livree
2590,874,2024-05-28,120.21,En attente
2591,502,2024-08-04,526.47,Annulee
2592,193,2023-10-28,573.69,Livree
2593,819,2024-02-15,650.42,En attente
2594,434,2024-07-19,174.33,Livree
2595,679,2023-11-27,129.83,En attente
2596,513,2024-08-16,420.09,Livree
2597,652,2024-01-20,792.72,En attente
2598,464,2024-07-25,739.33,Expédiee
2599,96,2024-01-01,216.17,Expédiee
2600,115,2024-04-16,179.13,Annulee
2601,13,2024-09-04,669.32,Expédiee
2602,551,2024-05-04,481.4,En attente
2603,713,2024-07-31,571.62,Livree
2604,686,2024-08-19,800.94,Annulee
2605,260,2024-08-14,153.41,Livree
2606,772,2024-08-07,540.46,Livree
2607,10,2024-03-07,249.31,Expédiee
2608,356,2023-10-12,112.38,Annulee
2609,893,2024-08-08,490.47,Livree
2610,226,2024-05-04,333.96,Expédiee
2611,64,2024-05-14,296.64,Annulee
2612,711,2023-11-20,639.22,En attente
2613,307,2023-10-12,877.01,En attente
2614,173,2023-12-06,731.95,Livree
2615,342,2024-09-14,930.87,En attente
2616,654,2023-12-21,473.59,En attente
2617,964,2024-01-13,961.39,Annulee
2618,16,2024-07-26,200.03,Livree
2619,990,2024-02-07,610.03,Expédiee
2620,136,2023-11-11,228.17,En attente
2621,169,2023-12-30,734.84,En attente
2622,641,2024-08-17,453.59,Livree
2623,225,2024-04-06,267.11,Livree
2624,678,2024-05-01,711.12,En attente
2625,595,2023-12-09,670.75,Expédiee
2626,297,2024-05-01,972.24,Annulee
2627,253,2024-03-19,70.05,Expédiee
2628,491,2023-10-12,327.52,En attente
2629,962,2024-01-23,142.67,Livree
2630,681,2023-12-05,88.7,En attente
2631,459,2024-05-21,992.44,Livree
2632,721,2024-02-06,413.21,Expédiee
2633,345,2024-01-30,256.44,Livree
2634,535,2024-02-04,919.12,Expédiee
2635,869,2024-05-25,471.61,En attente
2636,192,2023-11-15,614.39,Annulee
2637,857,2024-04-10,150.6,Livree
2638,991,2024-05-07,311.68,Expédiee
2639,992,2024-01-09,59.38,Annulee
2640,706,2024-02-05,600.87,Livree
2641,488,2023-12-16,840.73,Annulee
2642,301,2024-09-20,271.57,Expédiee
2643,310,2023-10-14,237.03,Livree
2644,920,2023-11-28,13.91,Annulee
2645,550,2024-08-23,504.69,En attente
2646,297,2024-08-30,127.43,En attente
2647,34,2024-08-11,936.76,Annulee
2648,661,2023-11-27,164.08,Expédiee
2649,114,2024-04-17,60.52,Livree
2650,871,2024-05-27,462.74,Expédiee
2651,542,2024-07-24,582.46,Expédiee
2652,914,2024-06-29,828.77,Annulee
2653,908,2024-03-07,307.59,Annulee
2654,520,2024-04-06,599.13,Livree
2655,995,2024-06-26,672.68,Annulee
2656,492,2024-05-23,333.1,Expédiee
2657,304,2023-12-13,256.05,Annulee
2658,229,2024-09-27,20.0,Expédiee
2659,966,2024-03-23,775.88,Annulee
2660,470,2023-11-17,191.44,Livree
2661,149,2024-07-25,836.3,Expédiee
2662,791,2024-09-13,362.04,Annulee
2663,316,2023-12-02,958.18,Livree
2664,546,2024-04-17,146.06,Expédiee
2665,586,2024-09-18,471.22,Livree
2666,276,2024-05-09,770.68,En attente
2667,14,2023-12-11,795.49,En attente
2668,782,2023-10-10,476.76,Annulee
2669,134,2023-12-15,383.19,Livree
2670,196,2024-08-12,315.01,En attente
2671,15,2024-03-03,451.85,Livree
2672,986,2023-10-27,553.42,Livree
2673,107,2024-08-25,65.42,Annulee
2674,746,2024-09-23,653.94,Livree
2675,445,2024-01-17,373.25,Livree
2676,704,2024-03-25,208.87,En attente
2677,204,2024-04-11,916.01,Annulee
2678,768,2024-03-27,663.59,En attente
2679,944,2023-11-07,33.93,En attente
2680,515,2024-04-23,73.35,Livree
2681,134,2024-03-11,6.21,En attente
2682,584,2023-10-19,597.33,Expédiee
2683,229,2024-06-08,859.74,En attente
2684,829,2024-01-04,782.76,Expédiee
2685,633,2024-09-21,583.46,Livree
2686,883,2023-10-27,625.98,Annulee
2687,18,2024-09-06,707.86,Livree
2688,997,2024-08-23,82.59,En attente
2689,116,2024-08-06,895.44,Livree
2690,323,2024-09-15,796.89,Expédiee
2691,439,2024-07-09,542.91,Annulee
2692,329,2023-12-28,495.75,Annulee
2693,380,2023-10-18,836.81,Annulee
2694,695,2024-03-11,532.2,Livree
2695,144,2024-02-27,44.55,Livree
2696,321,2024-09-19,273.39,Annulee
2697,391,2024-09-04,749.92,Annulee
2698,276,2024-06-03,926.13,Livree
2699,998,2024-05-22,211.97,Expédiee
2700,929,2024-01-09,307.11,Annulee
2701,221,2024-03-10,30.88,Livree
2702,640,2024-01-16,40.09,Annulee
2703,954,2024-07-24,894.29,Expédiee
2704,515,2024-01-10,803.69,Livree
2705,835,2024-03-06,304.28,Annulee
2706,445,2024-09-27,60.07,En attente
2707,86,2024-07-19,939.85,Livree
2708,64,2024-03-01,426.03,Livree
2709,749,2023-10-24,21.21,Expédiee
2710,252,2024-09-21,233.4,En attente
2711,609,2023-12-06,944.67,Livree
2712,7,2024-01-07,887.45,En attente
2713,544,2024-05-13,322.16,Expédiee
2714,995,2024-03-06,372.23,Expédiee
2715,262,2023-12-14,49.13,Expédiee
2716,15,2023-12-20,718.15,En attente
2717,727,2024-07-09,81.21,En attente
2718,139,2024-07-06,61.61,En attente
2719,733,2024-04-23,352.62,Annulee
2720,767,2024-01-30,345.25,Livree
2721,661,2024-01-22,174.8,Livree
2722,979,2024-04-14,792.83,Livree
2723,55,2024-03-17,525.76,Annulee
2724,72,2024-08-31,198.7,Annulee
2725,942,2024-06-07,574.57,Livree
2726,716,2024-09-09,722.11,En attente
2727,305,2024-06-24,993.22,Expédiee
2728,79,2023-10-19,68.38,Livree
2729,850,2024-05-25,384.41,Livree
2730,416,2024-01-11,980.17,Livree
2731,493,2024-06-02,430.5,En attente
2732,693,2024-06-17,329.97,Annulee
2733,83,2024-04-29,270.16,Expédiee
2734,622,2024-03-11,218.51,Livree
2735,660,2024-03-11,95.51,Expédiee
2736,830,2023-10-23,819.21,En attente
2737,575,2023-12-08,237.83,En attente
2738,14,2023-10-10,239.99,Annulee
2739,941,2024-02-15,445.13,Annulee
2740,141,2024-03-29,946.01,En attente
2741,356,2024-01-14,265.45,En attente
2742,105,2023-10-29,39.41,Expédiee
2743,996,2024-09-01,294.23,Annulee
2744,577,2024-02-04,158.53,En attente
2745,428,2024-04-10,443.71,Livree
2746,743,2024-06-27,848.44,Annulee
2747,475,2024-03-06,816.61,Annulee
2748,383,2024-03-10,678.02,En attente
2749,7,2024-04-12,33.55,Livree
2750,533,2024-01-10,975.62,Annulee
2751,762,2023-12-03,561.8,En attente
2752,563,2024-09-21,86.81,Livree
2753,693,2024-03-02,35.43,Annulee
2754,820,2024-03-26,566.29,Expédiee
2755,979,2024-09-01,446.26,En attente
2756,260,2024-05-21,631.86,Livree
2757,812,2023-10-03,481.46,En attente
2758,852,2024-08-28,512.64,En attente
2759,530,2024-09-18,242.29,En attente
2760,58,2024-04-08,257.64,Annulee
2761,524,2024-09-24,791.6,Annulee
2762,808,2024-01-16,954.72,En attente
2763,566,2024-04-21,711.2,En attente
2764,724,2024-08-29,150.45,Expédiee
2765,275,2024-01-27,161.77,Expédiee
2766,605,2024-02-10,88.05,Livree
2767,320,2023-10-23,857.12,Expédiee
2768,831,2024-08-21,247.6,Expédiee
2769,940,2024-04-20,110.7,En attente
2770,803,2024-08-02,338.54,En attente
2771,129,2024-01-27,599.89,Annulee
2772,794,2024-08-16,154.23,Annulee
2773,869,2024-03-22,632.63,Annulee
2774,652,2024-06-17,756.17,Annulee
2775,139,2024-06-24,876.74,En attente
2776,469,2024-04-06,513.16,Livree
2777,274,2024-03-16,538.99,Livree
2778,481,2024-07-05,600.22,En attente
2779,547,2024-01-19,824.32,Livree
2780,702,2023-10-18,627.37,Expédiee
2781,99,2023-12-11,846.98,Livree
2782,304,2024-06-11,842.25,En attente
2783,14,2024-03-24,330.27,En attente
2784,152,2023-10-23,563.53,Livree
2785,777,2024-05-27,942.48,Expédiee
2786,157,2023-10-07,812.13,En attente
2787,275,2024-02-20,453.38,Expédiee
2788,113,2024-05-12,309.75,Annulee
2789,303,2024-01-15,853.35,Livree
2790,603,2023-10-04,510.67,En attente
2791,468,2024-04-19,1.82,Livree
2792,449,2023-10-24,434.39,En attente
2793,457,2024-09-09,299.69,Expédiee
2794,386,2024-05-17,791.08,Expédiee
2795,679,2024-01-09,408.7,Livree
2796,25,2024-07-04,686.7,Annulee
2797,156,2024-01-18,629.16,Expédiee
2798,140,2024-07-03,369.19,Annulee
2799,4,2024-01-18,979.17,En attente
2800,670,2024-04-18,697.04,Livree
2801,732,2024-03-31,118.72,Livree
2802,931,2024-07-24,548.22,En attente
2803,41,2024-06-07,205.57,Livree
2804,43,2023-12-22,991.39,Expédiee
2805,572,2024-03-02,7.49,Livree
2806,860,2023-11-15,718.07,Expédiee
2807,280,2024-08-12,379.38,En attente
2808,882,2024-02-03,782.39,Livree
2809,669,2023-10-23,11.56,Annulee
2810,432,2023-10-12,53.77,Livree
2811,951,2024-04-04,11.0,Expédiee
2812,367,2024-03-08,268.01,En attente
2813,902,2024-04-22,80.31,Expédiee
2814,715,2024-01-17,101.4,En attente
2815,342,2023-10-14,367.9,Livree
2816,214,2024-03-17,830.46,Expédiee
