SaleID,ProductID,Quantity,SaleDate,SalesAmount,dateUpdate
32955,105,10,2024-01-04,157.79,2024-12-11
32956,100,6,2024-02-25,11.77,2024-03-24
32957,105,4,2024-12-03,163.07,2024-07-25
32958,101,7,2024-09-07,151.07,2024-02-04
32959,102,8,2024-01-03,349.68,2024-09-02
32960,102,10,2024-01-15,265.06,2024-03-02
32961,100,3,2024-06-01,156.61,2024-05-14
32962,100,2,2024-04-28,130.64,2024-07-04
32963,103,2,2024-04-11,38.58,2024-10-20
32964,103,2,2024-09-14,138.66,2024-04-30
32965,105,4,2024-04-05,374.01,2024-02-27
32966,103,5,2024-09-19,245.54,2024-03-10
32967,102,6,2024-02-10,335.03,2024-05-25
32968,101,5,2024-10-14,332.49,2024-03-20
32969,102,6,2024-08-03,349.22,2024-06-15
32970,101,10,2024-05-04,430.32,2024-05-13
32971,105,4,2024-08-28,226.31,2024-05-05
32972,102,9,2024-05-25,379.49,2024-03-13
32973,100,7,2024-05-19,335.25,2024-10-21
32974,100,8,2024-09-28,31.82,2024-01-06
32975,100,7,2024-10-23,461.78,2024-03-21
32976,103,1,2024-01-28,495.61,2024-03-09
32977,103,1,2024-11-21,91.31,2024-03-28
32978,102,4,2024-06-16,209.19,2024-05-27
32979,102,8,2024-12-03,57.8,2024-09-19
32980,105,7,2024-03-08,462.43,2024-02-29
32981,101,2,2024-09-22,476.3,2024-08-04
32982,103,4,2024-09-03,375.19,2024-02-18
32983,104,8,2024-12-01,318.74,2024-01-07
32984,100,6,2024-12-15,199.01,2024-12-17
32985,104,3,2024-04-18,389.0,2024-06-07
32986,100,5,2024-02-01,484.36,2024-01-21
32987,105,6,2024-03-23,407.87,2024-12-16
32988,102,8,2024-02-28,357.19,2024-01-04
32989,103,4,2024-01-08,28.81,2024-01-05
32990,100,2,2024-11-23,178.75,2024-04-12
32991,100,10,2024-10-02,13.69,2024-03-14
32992,102,4,2024-07-25,457.22,2024-03-16
32993,104,10,2024-04-07,444.33,2024-04-16
32994,104,3,2024-05-23,357.89,2024-06-19
32995,101,1,2024-06-14,371.62,2024-09-29
32996,103,7,2024-11-05,356.96,2024-06-26
32997,103,1,2024-09-20,330.18,2024-03-03
32998,103,7,2024-04-07,336.82,2024-06-21
32999,104,7,2024-07-21,306.71,2024-06-16
33000,105,8,2024-02-13,191.65,2024-07-31
33001,100,5,2024-08-04,250.26,2024-09-14
33002,102,6,2024-03-15,330.09,2024-06-22
33003,104,1,2024-04-27,239.28,2024-11-29
33004,102,8,2024-03-16,49.94,2024-10-01
33005,102,4,2024-01-21,359.24,2024-11-08
33006,101,4,2024-12-27,398.85,2024-01-17
33007,101,5,2024-10-26,466.62,2024-01-07
33008,102,5,2024-11-21,51.97,2024-06-10
33009,104,3,2024-08-14,64.15,2024-07-04
33010,105,10,2024-01-05,61.79,2024-04-01
33011,102,10,2024-07-20,407.67,2024-11-25
33012,104,3,2024-07-19,299.29,2024-04-22
33013,102,7,2024-06-09,28.62,2024-09-15
33014,105,3,2024-04-08,181.12,2024-06-25
33015,101,1,2024-09-10,494.43,2024-09-14
33016,103,5,2024-02-27,388.85,2024-06-14
33017,104,7,2024-03-29,164.45,2024-02-20
33018,103,8,2024-09-18,363.85,2024-10-28
33019,101,4,2024-06-03,434.47,2024-02-14
33020,104,4,2024-01-23,271.57,2024-06-13
33021,102,1,2024-04-24,20.85,2024-09-28
33022,104,2,2024-07-12,466.28,2024-04-11
33023,105,9,2024-07-04,284.62,2024-10-30
33024,105,7,2024-02-23,45.9,2024-07-14
33025,105,2,2024-12-16,471.32,2024-03-10
33026,101,1,2024-04-11,295.09,2024-08-08
33027,104,9,2024-07-21,170.97,2024-09-14
33028,103,9,2024-03-27,357.77,2024-05-30
33029,101,7,2024-05-13,54.19,2024-05-02
33030,101,10,2024-03-23,337.79,2024-11-05
33031,101,4,2024-09-25,429.19,2024-09-23
33032,101,8,2024-02-13,275.19,2024-05-11
33033,102,1,2024-01-25,250.64,2024-08-26
33034,100,7,2024-03-07,165.26,2024-11-03
33035,105,3,2024-10-17,150.77,2024-10-28
33036,103,9,2024-08-22,307.94,2024-05-11
33037,105,1,2024-11-27,359.7,2024-05-14
33038,104,7,2024-01-25,161.36,2024-07-02
33039,100,10,2024-04-26,196.34,2024-07-12
33040,104,4,2024-09-25,239.47,2024-03-20
33041,103,9,2024-01-05,11.46,2024-05-26
33042,100,8,2024-02-26,410.72,2024-11-30
33043,102,5,2024-09-14,315.64,2024-09-18
33044,100,3,2024-12-17,435.99,2024-05-25
33045,102,8,2024-02-19,10.1,2024-07-21
33046,100,9,2024-11-06,399.83,2024-08-24
33047,104,4,2024-07-28,304.14,2024-01-01
33048,101,8,2024-08-10,181.92,2024-09-28
33049,100,9,2024-05-03,322.15,2024-03-19
33050,104,6,2024-03-27,441.65,2024-11-23
33051,104,4,2024-11-21,288.61,2024-06-08
33052,101,7,2024-12-05,15.99,2024-10-01
33053,101,8,2024-09-21,481.97,2024-08-13
33054,103,9,2024-01-27,242.91,2024-11-23
33055,103,10,2024-09-03,370.67,2024-09-18
33056,105,3,2024-01-29,450.44,2024-08-04
33057,103,2,2024-08-11,263.84,2024-10-07
33058,101,3,2024-07-07,249.59,2024-03-09
33059,104,2,2024-06-29,476.53,2024-02-17
33060,105,5,2024-01-23,233.17,2024-09-21
33061,100,1,2024-10-23,387.51,2024-07-04
33062,100,8,2024-12-11,266.55,2024-05-13
33063,101,1,2024-08-01,258.88,2024-04-19
33064,103,6,2024-03-05,68.78,2024-04-19
33065,102,10,2024-05-02,10.04,2024-05-27
33066,103,6,2024-12-18,376.74,2024-01-12
33067,102,4,2024-10-22,122.16,2024-04-27
33068,100,6,2024-08-07,470.33,2024-10-19
33069,105,1,2024-04-29,370.7,2024-04-05
33070,104,6,2024-02-29,381.61,2024-04-18
33071,103,6,2024-03-16,489.72,2024-04-01
33072,100,10,2024-10-05,331.29,2024-02-10
33073,101,3,2024-07-18,22.95,2024-01-16
33074,102,6,2024-06-29,361.67,2024-02-07
33075,104,8,2024-11-27,84.06,2024-10-30
33076,100,2,2024-05-06,351.17,2024-05-14
33077,104,4,2024-08-12,153.07,2024-09-06
33078,101,9,2024-01-17,19.51,2024-12-02
33079,103,9,2024-11-25,238.8,2024-01-27
33080,103,7,2024-10-01,193.31,2024-01-08
33081,102,10,2024-07-15,464.23,2024-12-07
33082,101,1,2024-10-09,388.32,2024-01-06
33083,103,8,2024-11-20,378.89,2024-06-23
33084,100,10,2024-07-18,190.74,2024-04-02
33085,104,10,2024-12-10,108.57,2024-09-20
33086,101,4,2024-09-27,485.36,2024-09-30
33087,103,9,2024-09-04,333.81,2024-05-03
33088,100,8,2024-02-22,90.41,2024-12-07
33089,104,2,2024-02-18,422.08,2024-11-18
33090,100,6,2024-10-05,200.52,2024-07-27
33091,101,9,2024-10-10,370.23,2024-05-26
33092,100,9,2024-05-09,221.38,2024-09-03
33093,100,8,2024-07-01,302.75,2024-02-05
33094,100,2,2024-09-03,424.72,2024-02-17
33095,101,1,2024-11-10,379.44,2024-01-03
33096,101,1,2024-05-22,411.27,2024-02-24
33097,102,2,2024-02-16,240.37,2024-06-06
33098,101,1,2024-02-21,35.24,2024-08-04
33099,102,2,2024-12-22,223.39,2024-07-30
33100,100,2,2024-01-08,497.83,2024-10-31
33101,104,7,2024-02-08,149.34,2024-10-10
33102,100,2,2024-07-21,354.21,2024-08-19
33103,104,2,2024-08-04,105.81,2024-04-13
33104,103,9,2024-08-19,396.47,2024-12-10
33105,104,4,2024-09-11,139.76,2024-05-04
33106,101,5,2024-04-03,228.7,2024-10-02
33107,103,5,2024-03-23,133.36,2024-05-28
33108,102,10,2024-05-31,407.27,2024-09-15
33109,104,6,2024-12-30,339.25,2024-03-18
33110,102,6,2024-08-23,371.43,2024-07-12
33111,100,1,2024-11-07,493.84,2024-09-09
33112,100,8,2024-12-30,139.44,2024-06-08
33113,100,9,2024-09-04,467.38,2024-04-26
33114,101,6,2024-09-07,325.17,2024-03-31
33115,100,10,2024-04-22,21.03,2024-11-16
33116,104,1,2024-09-29,189.19,2024-01-17
33117,104,2,2024-02-17,435.18,2024-05-10
33118,104,9,2024-09-01,215.37,2024-03-11
33119,105,10,2024-08-04,373.58,2024-05-15
33120,105,1,2024-02-14,92.39,2024-06-27
33121,102,7,2024-08-17,223.64,2024-01-15
33122,103,2,2024-01-28,127.67,2024-01-28
33123,105,6,2024-07-20,13.11,2024-07-21
33124,105,6,2024-06-29,495.22,2024-11-10
33125,100,3,2024-02-28,154.72,2024-07-25
33126,105,10,2024-05-01,111.81,2024-05-05
33127,103,6,2024-09-29,283.13,2024-03-03
33128,104,5,2024-03-31,177.71,2024-08-16
33129,102,4,2024-09-20,446.94,2024-02-24
33130,102,4,2024-04-08,210.74,2024-06-04
33131,103,2,2024-03-16,152.21,2024-02-15
33132,105,9,2024-08-10,471.04,2024-08-04
33133,101,3,2024-04-25,142.04,2024-09-27
33134,103,2,2024-06-01,457.96,2024-08-02
33135,104,2,2024-01-18,318.49,2024-09-15
33136,104,10,2024-11-14,498.9,2024-08-07
33137,103,10,2024-01-14,220.8,2024-09-25
33138,105,9,2024-05-14,13.29,2024-03-09
33139,104,7,2024-06-24,436.56,2024-07-26
33140,103,9,2024-01-23,487.96,2024-07-15
33141,100,6,2024-04-07,101.97,2024-11-22
33142,100,5,2024-06-27,410.23,2024-01-19
33143,104,9,2024-11-05,155.73,2024-07-24
33144,102,4,2024-08-21,483.82,2024-05-23
33145,105,9,2024-12-30,383.19,2024-03-03
33146,102,3,2024-04-06,184.66,2024-11-26
33147,101,3,2024-05-20,482.78,2024-04-24
33148,100,5,2024-02-02,149.61,2024-01-03
33149,102,10,2024-01-29,357.62,2024-12-17
33150,104,2,2024-08-25,17.21,2024-10-17
33151,103,4,2024-04-20,474.9,2024-10-12
33152,102,2,2024-03-19,258.09,2024-08-20
33153,104,8,2024-02-03,352.87,2024-01-25
33154,105,1,2024-04-21,285.52,2024-04-18
33155,103,6,2024-10-17,473.79,2024-03-20
33156,100,10,2024-04-24,445.35,2024-01-05
33157,103,9,2024-11-30,416.98,2024-10-03
33158,105,4,2024-03-09,208.64,2024-05-23
33159,101,3,2024-12-06,334.5,2024-07-16
33160,100,2,2024-12-02,464.01,2024-12-16
33161,104,10,2024-03-02,226.06,2024-03-11
33162,104,4,2024-04-11,141.0,2024-11-24
33163,102,1,2024-02-05,419.83,2024-12-15
33164,101,4,2024-06-09,361.94,2024-04-08
33165,102,3,2024-04-02,444.18,2024-09-07
33166,104,8,2024-02-21,257.52,2024-12-27
33167,105,10,2024-05-26,29.34,2024-12-24
33168,100,4,2024-01-09,280.69,2024-07-31
33169,105,5,2024-11-09,64.12,2024-04-11
33170,104,7,2024-12-18,180.86,2024-07-06
33171,103,6,2024-02-12,55.48,2024-12-29
33172,102,1,2024-02-15,367.05,2024-12-11
33173,104,4,2024-04-14,191.45,2024-01-05
33174,105,9,2024-10-24,22.63,2024-10-25
33175,102,1,2024-12-15,311.88,2024-11-24
33176,101,10,2024-08-15,256.67,2024-11-26
33177,105,1,2024-09-05,104.02,2024-11-10
33178,105,6,2024-04-04,123.14,2024-11-16
33179,104,1,2024-06-02,360.54,2024-05-02
33180,102,4,2024-05-31,32.39,2024-01-25
33181,103,4,2024-11-07,409.57,2024-02-11
33182,104,6,2024-04-26,311.62,2024-02-11
33183,105,2,2024-09-26,298.55,2024-09-17
33184,102,4,2024-04-28,335.71,2024-12-06
33185,104,3,2024-02-06,101.49,2024-07-30
33186,100,10,2024-11-24,259.36,2024-11-05
33187,101,6,2024-11-26,498.07,2024-08-27
33188,102,7,2024-08-31,172.23,2024-12-13
33189,104,9,2024-03-02,19.28,2024-03-07
33190,102,1,2024-10-16,131.41,2024-10-25
33191,104,7,2024-12-20,207.08,2024-02-26
33192,102,2,2024-08-23,30.04,2024-11-15
33193,102,8,2024-06-11,48.72,2024-12-01
33194,103,6,2024-04-28,216.32,2024-04-21
33195,101,6,2024-09-13,468.6,2024-03-24
33196,103,4,2024-09-16,227.23,2024-02-23
33197,104,6,2024-04-21,384.49,2024-02-07
33198,105,4,2024-06-24,298.81,2024-07-03
33199,100,5,2024-04-13,458.82,2024-09-01
33200,104,8,2024-02-01,306.38,2024-02-12
33201,101,2,2024-03-04,329.58,2024-07-17
33202,102,1,2024-09-26,266.99,2024-07-02
33203,105,8,2024-01-15,148.67,2024-10-14
33204,104,10,2024-11-19,370.27,2024-12-15
33205,101,3,2024-02-15,191.26,2024-01-13
33206,102,2,2024-03-23,82.76,2024-01-16
33207,102,1,2024-03-25,240.31,2024-11-29
33208,105,1,2024-11-16,422.35,2024-02-13
33209,103,6,2024-12-13,242.48,2024-04-15
33210,104,3,2024-05-24,337.69,2024-06-12
33211,102,6,2024-03-16,28.66,2024-07-10
33212,100,5,2024-05-20,85.63,2024-09-30
33213,100,7,2024-05-03,345.42,2024-01-15
33214,100,9,2024-05-24,268.04,2024-01-29
33215,104,4,2024-03-19,122.1,2024-09-29
33216,102,1,2024-10-20,92.09,2024-01-04
33217,104,1,2024-10-27,117.14,2024-04-06
33218,100,4,2024-04-04,317.57,2024-12-23
33219,102,5,2024-01-14,343.76,2024-08-05
33220,103,2,2024-06-03,49.19,2024-02-06
33221,102,6,2024-12-16,221.02,2024-08-20
33222,102,3,2024-02-14,313.85,2024-01-25
33223,101,5,2024-01-02,368.17,2024-09-12
33224,105,4,2024-02-12,378.03,2024-12-15
33225,105,10,2024-07-13,180.38,2024-04-27
33226,100,9,2024-08-23,341.72,2024-01-02
33227,102,1,2024-12-11,128.23,2024-03-22
33228,104,8,2024-05-05,453.58,2024-06-29
33229,105,7,2024-11-22,360.46,2024-03-02
33230,101,4,2024-01-16,258.22,2024-01-01
33231,103,6,2024-04-06,363.0,2024-08-20
33232,105,10,2024-09-08,481.8,2024-06-19
33233,101,2,2024-03-17,443.94,2024-12-05
33234,105,10,2024-02-22,487.66,2024-05-13
33235,101,2,2024-08-08,143.64,2024-05-15
33236,105,7,2024-01-16,253.31,2024-11-25
33237,103,10,2024-06-30,67.27,2024-10-20
33238,103,8,2024-04-02,226.57,2024-09-07
33239,102,8,2024-02-27,364.71,2024-07-21
33240,103,6,2024-09-12,144.8,2024-12-04
33241,101,5,2024-10-22,51.8,2024-04-06
33242,101,10,2024-06-23,46.08,2024-11-30
33243,103,8,2024-01-03,495.7,2024-05-16
33244,101,7,2024-04-23,146.21,2024-03-16
33245,102,4,2024-05-14,393.58,2024-04-27
33246,103,3,2024-06-12,400.05,2024-11-16
33247,101,9,2024-02-16,188.22,2024-02-17
33248,101,7,2024-01-07,255.53,2024-10-25
33249,105,9,2024-10-23,381.91,2024-01-13
33250,104,10,2024-02-01,230.11,2024-08-12
33251,102,10,2024-09-04,372.39,2024-01-30
33252,104,1,2024-10-08,468.79,2024-08-08
33253,102,5,2024-12-25,124.5,2024-03-28
33254,103,2,2024-01-27,295.86,2024-06-02
33255,103,1,2024-01-03,53.64,2024-12-06
33256,101,6,2024-06-02,139.95,2024-09-02
33257,104,8,2024-05-29,45.61,2024-02-20
33258,104,5,2024-06-02,203.33,2024-04-04
33259,104,10,2024-02-23,320.43,2024-04-15
33260,103,10,2024-02-08,215.44,2024-05-24
33261,102,5,2024-04-18,91.66,2024-07-27
33262,105,8,2024-01-22,322.88,2024-10-03
33263,101,10,2024-06-03,351.81,2024-01-07
33264,102,3,2024-12-23,410.49,2024-05-28
33265,102,4,2024-10-10,399.07,2024-09-18
33266,101,8,2024-03-18,284.57,2024-07-05
33267,100,6,2024-07-21,134.52,2024-10-31
33268,100,2,2024-01-28,266.83,2024-02-09
33269,105,3,2024-12-24,78.19,2024-08-19
33270,100,6,2024-02-15,497.47,2024-11-26
33271,102,3,2024-06-16,315.61,2024-10-15
33272,104,4,2024-07-04,256.91,2024-07-24
33273,103,6,2024-12-13,265.74,2024-10-05
33274,105,6,2024-09-27,41.86,2024-06-03
33275,102,6,2024-02-20,369.88,2024-02-29
33276,104,6,2024-05-10,209.06,2024-01-01
33277,105,9,2024-05-09,434.15,2024-12-12
33278,104,2,2024-01-02,461.69,2024-04-06
33279,101,7,2024-04-02,361.77,2024-02-20
33280,100,3,2024-10-06,208.66,2024-07-17
33281,100,3,2024-07-06,24.67,2024-02-01
33282,103,3,2024-02-03,12.8,2024-04-10
33283,103,5,2024-01-21,126.03,2024-12-17
33284,102,7,2024-01-21,13.4,2024-05-06
33285,104,7,2024-06-20,225.66,2024-09-30
33286,100,6,2024-09-20,157.55,2024-04-14
33287,105,9,2024-06-28,177.09,2024-10-12
33288,103,6,2024-02-27,428.83,2024-06-06
33289,100,7,2024-06-26,311.47,2024-05-09
33290,103,8,2024-04-04,352.43,2024-04-06
33291,102,2,2024-05-04,299.88,2024-09-16
33292,104,4,2024-06-15,43.66,2024-05-02
33293,101,8,2024-10-22,371.44,2024-02-27
33294,105,6,2024-06-11,302.19,2024-05-06
33295,105,4,2024-07-14,130.95,2024-03-19
33296,100,7,2024-08-02,336.26,2024-01-13
33297,103,3,2024-10-27,341.56,2024-01-17
33298,100,1,2024-07-02,494.72,2024-07-13
33299,100,4,2024-03-18,137.63,2024-05-22
33300,102,4,2024-04-20,274.99,2024-10-17
33301,105,2,2024-07-29,288.86,2024-01-21
33302,102,7,2024-06-16,191.96,2024-05-24
33303,100,5,2024-05-25,251.2,2024-07-09
33304,105,7,2024-02-12,428.9,2024-12-25
33305,101,8,2024-02-26,383.62,2024-07-10
33306,100,9,2024-05-26,60.76,2024-05-15
33307,103,9,2024-06-21,246.77,2024-06-20
33308,103,9,2024-12-05,18.01,2024-08-04
33309,102,6,2024-01-29,387.72,2024-08-07
33310,104,6,2024-09-09,465.97,2024-07-16
33311,102,6,2024-05-17,173.52,2024-03-22
33312,105,9,2024-12-01,292.14,2024-05-25
33313,103,9,2024-09-28,294.27,2024-06-02
33314,105,1,2024-09-29,456.25,2024-12-10
33315,104,7,2024-03-20,402.15,2024-04-28
33316,102,4,2024-09-30,428.7,2024-02-14
33317,100,10,2024-08-24,435.68,2024-03-03
33318,101,2,2024-03-12,439.36,2024-07-28
33319,102,8,2024-01-22,379.51,2024-10-16
33320,100,8,2024-10-21,32.12,2024-10-24
33321,100,1,2024-02-14,159.16,2024-02-05
33322,105,3,2024-04-22,285.62,2024-11-26
33323,101,1,2024-09-19,201.47,2024-04-24
33324,105,1,2024-06-28,370.85,2024-09-14
33325,105,8,2024-05-16,148.57,2024-08-07
33326,104,4,2024-12-31,383.61,2024-07-09
33327,104,5,2024-12-18,219.71,2024-10-12
33328,101,9,2024-09-12,192.83,2024-11-05
33329,103,7,2024-02-12,277.21,2024-10-15
33330,104,1,2024-03-18,307.01,2024-06-14
33331,104,10,2024-06-20,135.96,2024-09-29
33332,101,8,2024-03-24,375.56,2024-01-07
33333,105,8,2024-03-18,302.32,2024-04-16
33334,103,10,2024-10-28,389.97,2024-02-11
33335,101,4,2024-12-03,350.09,2024-10-06
33336,102,2,2024-10-02,360.77,2024-01-29
33337,104,5,2024-12-07,237.82,2024-11-19
33338,103,8,2024-09-30,438.39,2024-07-20
33339,100,2,2024-05-17,31.39,2024-04-17
33340,101,6,2024-10-07,57.99,2024-07-04
33341,102,9,2024-12-24,300.06,2024-07-25
33342,101,4,2024-10-19,385.59,2024-12-24
33343,104,4,2024-12-24,409.03,2024-01-26
33344,102,6,2024-08-10,145.58,2024-12-01
33345,103,9,2024-12-13,493.2,2024-01-27
33346,103,9,2024-09-23,39.74,2024-07-07
33347,100,8,2024-03-28,18.99,2024-07-19
33348,100,4,2024-08-04,50.61,2024-08-06
33349,100,4,2024-12-20,244.58,2024-11-07
33350,104,3,2024-04-08,159.8,2024-01-17
33351,101,9,2024-05-19,484.43,2024-11-23
33352,104,2,2024-03-30,11.03,2024-04-15
33353,105,7,2024-08-25,221.27,2024-01-16
33354,102,8,2024-08-16,228.09,2024-06-11
33355,104,1,2024-05-22,370.07,2024-09-16
33356,100,9,2024-01-07,293.07,2024-11-19
33357,103,10,2024-01-05,74.15,2024-05-16
33358,104,3,2024-01-27,49.29,2024-02-24
33359,101,1,2024-05-28,390.45,2024-02-02
33360,101,2,2024-10-22,372.86,2024-07-08
33361,100,6,2024-01-24,281.13,2024-06-06
33362,103,4,2024-09-04,70.62,2024-07-21
33363,105,3,2024-01-28,444.95,2024-03-21
33364,104,3,2024-10-17,488.76,2024-11-17
33365,102,9,2024-04-23,397.56,2024-04-05
33366,102,6,2024-07-24,130.93,2024-03-30
33367,105,7,2024-06-17,383.43,2024-07-26
33368,101,10,2024-06-10,179.07,2024-04-27
33369,100,10,2024-05-09,318.82,2024-08-25
33370,100,9,2024-06-07,405.51,2024-10-02
33371,103,10,2024-09-15,336.57,2024-10-22
33372,102,10,2024-09-24,173.11,2024-10-22
33373,101,9,2024-10-26,206.51,2024-10-09
33374,101,10,2024-03-17,46.05,2024-12-12
33375,101,5,2024-05-20,484.64,2024-06-23
33376,104,10,2024-04-11,168.9,2024-12-22
33377,102,5,2024-10-15,489.6,2024-09-26
33378,103,8,2024-07-11,284.38,2024-03-30
33379,101,8,2024-05-25,344.83,2024-12-18
33380,105,2,2024-05-08,222.31,2024-09-27
33381,101,10,2024-12-05,280.64,2024-03-10
33382,101,1,2024-07-31,132.32,2024-10-28
33383,104,10,2024-02-21,196.25,2024-06-11
33384,100,9,2024-07-19,191.82,2024-01-10
33385,100,5,2024-11-29,479.42,2024-08-25
33386,103,9,2024-12-25,13.35,2024-06-24
33387,105,1,2024-02-02,215.49,2024-06-04
33388,100,2,2024-04-03,195.72,2024-03-25
33389,101,8,2024-06-23,192.64,2024-08-01
33390,100,9,2024-09-29,399.92,2024-07-12
33391,104,9,2024-02-16,271.06,2024-08-13
33392,103,2,2024-10-22,148.91,2024-04-28
33393,104,5,2024-03-23,84.02,2024-09-21
33394,104,5,2024-02-15,45.4,2024-02-04
33395,101,2,2024-01-05,431.18,2024-01-18
33396,105,6,2024-11-08,475.47,2024-05-17
33397,105,6,2024-08-20,119.39,2024-03-25
33398,100,3,2024-04-30,472.87,2024-12-28
33399,104,4,2024-04-20,144.3,2024-08-09
33400,102,8,2024-02-26,365.58,2024-12-02
33401,101,1,2024-11-01,432.59,2024-12-25
33402,103,7,2024-08-27,190.27,2024-03-11
33403,104,4,2024-04-22,263.11,2024-09-27
33404,100,10,2024-03-22,48.65,2024-11-09
33405,103,2,2024-06-20,37.99,2024-03-28
33406,105,2,2024-05-10,146.05,2024-08-13
33407,101,10,2024-01-11,71.57,2024-02-13
33408,105,10,2024-09-11,256.53,2024-06-09
33409,104,9,2024-08-22,46.0,2024-10-12
33410,105,7,2024-06-19,13.12,2024-03-19
33411,103,1,2024-01-29,201.63,2024-09-30
33412,101,10,2024-09-12,341.23,2024-08-13
33413,100,3,2024-09-20,386.39,2024-01-21
33414,104,9,2024-08-18,404.95,2024-09-11
33415,100,1,2024-06-09,204.03,2024-04-18
33416,105,6,2024-02-08,169.19,2024-09-10
33417,105,1,2024-08-02,476.91,2024-04-27
33418,104,10,2024-05-19,287.75,2024-08-04
33419,104,3,2024-05-28,365.37,2024-05-04
33420,105,1,2024-04-19,42.64,2024-01-17
33421,103,7,2024-07-15,395.87,2024-03-14
33422,105,5,2024-09-08,484.41,2024-02-26
33423,105,4,2024-01-07,161.5,2024-08-28
33424,103,10,2024-09-18,204.47,2024-03-03
33425,105,10,2024-05-19,260.11,2024-03-11
33426,105,5,2024-09-09,304.54,2024-05-07
33427,104,3,2024-06-22,297.66,2024-12-15
33428,102,7,2024-11-18,159.9,2024-12-09
33429,104,8,2024-10-04,367.88,2024-10-16
33430,101,8,2024-10-18,382.39,2024-12-01
33431,104,5,2024-02-13,120.3,2024-02-11
33432,100,5,2024-06-28,297.52,2024-09-02
33433,103,9,2024-11-03,315.91,2024-02-17
33434,102,6,2024-04-01,492.41,2024-03-26
33435,105,5,2024-04-04,492.92,2024-01-04
33436,102,1,2024-04-03,86.15,2024-01-02
33437,102,7,2024-09-23,305.41,2024-07-07
33438,104,5,2024-02-12,274.74,2024-07-22
33439,101,5,2024-07-13,112.49,2024-02-24
33440,100,2,2024-05-08,175.86,2024-07-20
33441,101,9,2024-11-03,439.77,2024-01-27
33442,103,9,2024-05-13,66.19,2024-01-28
33443,100,4,2024-07-04,222.45,2024-02-20
33444,102,8,2024-09-06,185.92,2024-02-04
33445,102,5,2024-02-26,52.04,2024-01-02
33446,100,3,2024-06-18,477.71,2024-12-07
33447,105,5,2024-03-28,225.0,2024-01-22
33448,103,8,2024-10-18,25.63,2024-11-05
33449,101,9,2024-09-22,77.98,2024-11-14
33450,101,6,2024-01-14,289.59,2024-06-19
33451,100,6,2024-01-20,292.58,2024-11-03
33452,105,10,2024-10-29,478.94,2024-07-05
33453,104,4,2024-10-14,117.52,2024-11-04
33454,100,4,2024-10-02,150.54,2024-11-04
33455,102,2,2024-08-20,78.71,2024-10-03
33456,102,5,2024-08-12,90.91,2024-01-12
33457,102,7,2024-06-05,388.13,2024-06-20
33458,100,5,2024-06-10,111.47,2024-08-21
33459,103,4,2024-07-09,264.1,2024-02-29
33460,101,2,2024-01-05,158.7,2024-12-04
33461,100,8,2024-07-16,221.05,2024-02-17
33462,105,4,2024-07-07,269.94,2024-06-26
33463,104,9,2024-04-04,419.33,2024-02-11
33464,104,8,2024-01-04,92.39,2024-03-16
33465,100,2,2024-01-23,263.63,2024-10-07
33466,104,5,2024-04-30,128.01,2024-06-21
33467,101,2,2024-05-11,363.3,2024-11-25
33468,103,3,2024-02-04,308.79,2024-05-30
33469,100,7,2024-11-05,371.53,2024-03-10
33470,102,10,2024-11-03,131.89,2024-04-01
33471,105,3,2024-11-14,429.52,2024-01-11
33472,100,1,2024-07-31,191.58,2024-12-12
33473,102,4,2024-07-08,324.57,2024-09-19
33474,103,6,2024-07-03,88.71,2024-08-10
33475,104,1,2024-05-07,202.9,2024-01-09
33476,101,1,2024-03-24,166.51,2024-11-05
33477,103,10,2024-04-10,410.11,2024-08-27
33478,104,4,2024-03-06,387.34,2024-06-06
33479,105,10,2024-08-03,137.26,2024-05-28
33480,103,7,2024-12-31,172.07,2024-02-06
33481,101,6,2024-10-05,322.75,2024-08-04
33482,105,8,2024-02-17,262.17,2024-08-18
33483,101,2,2024-04-26,394.22,2024-04-24
33484,101,3,2024-09-02,454.8,2024-02-22
33485,103,4,2024-01-18,287.43,2024-08-29
33486,100,8,2024-01-11,426.1,2024-10-21
33487,103,3,2024-09-15,197.11,2024-11-20
33488,105,6,2024-09-30,124.87,2024-01-01
33489,105,6,2024-05-15,341.04,2024-01-11
33490,105,5,2024-02-06,456.22,2024-08-17
33491,104,8,2024-03-06,333.65,2024-02-20
33492,104,5,2024-02-27,340.91,2024-03-11
33493,102,6,2024-03-09,429.13,2024-09-21
33494,102,7,2024-01-21,217.84,2024-08-23
33495,104,2,2024-01-24,31.12,2024-01-20
33496,102,6,2024-07-13,430.75,2024-03-04
33497,105,2,2024-07-02,176.63,2024-12-16
33498,103,6,2024-12-07,174.81,2024-03-14
33499,103,4,2024-06-24,380.07,2024-12-17
33500,102,3,2024-05-06,187.52,2024-06-25
33501,101,7,2024-12-27,225.78,2024-03-28
33502,103,7,2024-12-15,477.54,2024-03-22
33503,103,2,2024-05-04,271.43,2024-10-18
33504,101,1,2024-07-31,197.0,2024-02-13
33505,101,1,2024-11-15,118.39,2024-10-24
33506,102,3,2024-03-21,196.83,2024-04-07
33507,100,7,2024-03-19,96.64,2024-06-23
33508,100,1,2024-01-10,72.58,2024-09-17
33509,105,2,2024-01-18,34.34,2024-01-02
33510,104,1,2024-02-26,170.21,2024-10-17
33511,104,9,2024-06-30,413.03,2024-04-04
33512,101,6,2024-05-23,246.85,2024-01-09
